placa,marca,modelo,anio,color,clase,fecha_matricula,anio_matricula,servicio,fecha_caducidad,polarizado
GTH9227,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,ROJO,VEHICULO UTILITARIO,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9228,DFSK,GLORY 560 AC 1.8 5P 4X2 TM,2023,ROJO,VEHICULO UTILITARIO,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9229,SHINERAY,X30L VAN AC 1.5 4P 4X2 TM,2023,BLANCO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9230,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,ROJO,VEHICULO UTILITARIO,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9231,GREAT WALL,POER AC 2.0 CD 4X2 TM DIESEL,2023,NEGRO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9232,GREAT WALL,WINGLE STEED AC 2.4 CD 4X2 TM,2023,ROJO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9233,GREAT WALL,POER AC 2.0 CD 4X2 TM,2022,PLATEADO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9234,GREAT WALL,WINGLE STEED AC 2.4 CD 4X2 TM,2022,BLANCO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9235,DFSK,K07S VAN AC 1.2 4P 4X2 TM,2022,PLATEADO,CAMIONETA,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9236,DFSK,GLORY 560 AC 1.8 5P 4X2 TM,2022,AZUL,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9237,GREAT WALL,WINGLE 7 AC 2.0 CD 4X4 TM DIESEL,2023,PLOMO,CAMIONETA,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9238,DFSK,GLORY 560 AC 1.8 5P 4X2 TM,2023,BLANCO,VEHICULO UTILITARIO,22-05-2025,2025,USO PARTICULAR,21-05-2030,No existe registro de polarizado
GTH9239,SHINERAY,X30L VAN AC 1.5 4P 4X2 TM,2023,BLANCO,CAMIONETA,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9240,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9241,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9242,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9243,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9244,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9245,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,BLANCO,VEHICULO UTILITARIO,20-08-2024,2024,USO PARTICULAR,19-08-2029,No existe registro de polarizado
GTH9246,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,PLOMO,VEHICULO UTILITARIO,21-04-2022,2022,USO PARTICULAR,20-04-2027,No existe registro de polarizado
GTH9247,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,PLOMO,VEHICULO UTILITARIO,18-03-2023,2023,USO PARTICULAR,16-03-2028,No existe registro de polarizado
GTH9248,GREAT WALL,WINGLE 7 AC 2.0 CD 4X2 TM DIESEL,2022,NEGRO,CAMIONETA,21-04-2022,2022,USO PARTICULAR,20-04-2027,No existe registro de polarizado
GTH9249,SHINERAY,MPV750 8P AC 1.6 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,21-04-2022,2022,USO PARTICULAR,20-04-2027,No existe registro de polarizado
GTH9250,DFSK,C37 VAN AC 1.5 3P 4X2 TM,2023,AZUL,CAMIONETA,22-04-2022,2022,USO PARTICULAR,21-04-2027,No existe registro de polarizado
GTH9251,SHINERAY,MPV750 8P AC 1.6 5P 4X2 TM,2023,BLANCO,VEHICULO UTILITARIO,21-04-2022,2022,USO PARTICULAR,20-04-2027,No existe registro de polarizado
GTH9252,SHINERAY,X30L VAN AC 1.5 4P 4X2 TM,2023,BLANCO,CAMIONETA,30-06-2023,2023,PARTICULAR,21-05-2025,No existe registro de polarizado
ABC2765,TOYOTA,AWT FORTUNER TM,2012,PLATEADO,VEHICULO UTILITARIO,16-05-2024,2024,USO PARTICULAR,15-05-2029,No existe registro de polarizado
ABC2766,TOYOTA,AWT FORTUNER TM,2012,DORADO,VEHICULO UTILITARIO,31-07-2020,2020,USO PARTICULAR,31-07-2025,No existe registro de polarizado
ABC2767,RENAULT,LOGAN 1.4 MT,2012,BLANCO,AUTOMOVIL,04-08-2021,2021,USO PARTICULAR,03-08-2026,No existe registro de polarizado
ABC2768,TOYOTA,AWT FORTUNER TM,2011,PLATEADO,VEHICULO UTILITARIO,20-07-2021,2021,USO PARTICULAR,19-07-2026,No existe registro de polarizado
ABC2769,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,PLATEADO,CAMIONETA,13-10-2020,2020,USO PARTICULAR,31-10-2025,No existe registro de polarizado
ABC2770,TOYOTA,BRT HILUX 4X4 CD SR,2012,PLATEADO,CAMIONETA,16-05-2024,2024,USO PARTICULAR,30-11-2029,No existe registro de polarizado
ABC2771,TOYOTA,ETT HILUX 4X2 CD,2012,BLANCO,CAMIONETA,05-06-2024,2024,USO PARTICULAR,28-02-2029,No existe registro de polarizado
ABC2772,TOYOTA,AA PRIUS HIBRIDO,2012,PLATEADO,AUTOMOVIL,25-05-2023,2023,USO PARTICULAR,23-05-2028,No existe registro de polarizado
ABC2773,TOYOTA,EST HILUX 2.7 CS 4X2 TM,2012,PLATEADO,CAMIONETA,13-05-2021,2021,USO PARTICULAR,12-05-2026,No existe registro de polarizado
ABC2774,TOYOTA,AA HIACE DIESEL PAS,2012,BLANCO,CAMIONETA,30-01-2025,2025,USO PARTICULAR,29-01-2030,No existe registro de polarizado
ABC2775,CHEVROLET,GRAND VITARA 2.0L 5P DLX TM 4X2,2012,PLATEADO,VEHICULO UTILITARIO,01-07-2024,2024,USO PARTICULAR,30-06-2029,No existe registro de polarizado
ABC2776,SUZUKI,GRAND VITARA SZ 2.4L 5P TA 4X4,2011,BLANCO,VEHICULO UTILITARIO,25-07-2020,2020,USO PARTICULAR,24-07-2025,No existe registro de polarizado
ABC2777,CHEVROLET,SPARK 5P STD 1.0L ACTIVO,2012,ROJO,AUTOMOVIL,21-10-2024,2024,PARTICULAR,20-10-2029,No existe registro de polarizado
ABC2778,KIA,SORENTO 3.5L GSL AT 4X4,2012,NEGRO,VEHICULO UTILITARIO,19-01-2024,2024,USO PARTICULAR,17-01-2029,No existe registro de polarizado
ABC2779,KIA,SORENTO 3.5L GSL AT 4X4,2012,PLOMO,VEHICULO UTILITARIO,14-10-2021,2021,USO PARTICULAR,31-10-2026,No existe registro de polarizado
ABC2780,KIA,SPORTAGE L,2012,PLATEADO,VEHICULO UTILITARIO,18-11-2022,2022,USO PARTICULAR,30-11-2027,No existe registro de polarizado
ABC2781,KIA,SPORTAGE R 2.0L 4X2 GSL MT,2012,ROJO,VEHICULO UTILITARIO,12-02-2025,2025,USO PARTICULAR,28-02-2030,No existe registro de polarizado
ABC2782,CHEVROLET,NMR 85H CAMION 3.0 2P 4X2 TM DIESEL,2011,BLANCO,CAMION,17-03-2023,2023,USO PARTICULAR,31-03-2028,No existe registro de polarizado
ABC2783,KIA,SPORTAGE R 2.0L 4X2 GSL MT FULL,2012,ROJO,VEHICULO UTILITARIO,18-06-2025,2025,USO PARTICULAR,17-06-2030,No existe registro de polarizado
ABC2784,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,BLANCO,CAMIONETA,30-01-2024,2024,USO PUBLICO,31-05-2029,No existe registro de polarizado
ABC2785,FORD,F150 SC 4X2,2011,NEGRO,CAMIONETA,12-07-2023,2023,USO PARTICULAR,10-07-2028,No existe registro de polarizado
ABC2786,CHEVROLET,AVEO EMOTION 1.6L AC,2012,BLANCO,AUTOMOVIL,28-12-2023,2023,USO PARTICULAR,26-12-2028,No existe registro de polarizado
ABC2787,DONGFENG,DFL4181A,2012,BLANCO,CAMION,30-12-2020,2020,USO PARTICULAR,31-08-2025,No existe registro de polarizado
ABC2788,KIA,SPORTAGE L,2012,PLOMO,VEHICULO UTILITARIO,09-06-2025,2025,USO PARTICULAR,30-09-2030,No existe registro de polarizado
ABC2789,KIA,RIO 1.4L LX 4P,2012,ROJO,AUTOMOVIL,15-01-2024,2024,USO PARTICULAR,13-01-2029,No existe registro de polarizado
ABC2790,CHEVROLET,LUV D-MAX 3.0L DIESEL CD TM 4X4,2012,PLOMO,CAMIONETA,15-12-2021,2021,USO PARTICULAR,30-11-2026,No existe registro de polarizado
ABC2791,CHEVROLET,AVEO ACTIVO 1.6L 4P AC,2012,PLATEADO,AUTOMOVIL,25-01-2024,2024,USO PARTICULAR,28-02-2029,No existe registro de polarizado
ABC2792,CHEVROLET,SPARK 5P STD 1.0L ACTIVO,2012,BLANCO,AUTOMOVIL,27-05-2025,2025,USO PARTICULAR,26-05-2030,No existe registro de polarizado
ABC2793,TOYOTA,BWT FORTUNER TM,2012,PLATEADO,VEHICULO UTILITARIO,27-04-2023,2023,USO PARTICULAR,25-04-2028,No existe registro de polarizado
ABC2794,TOYOTA,AWT FORTUNER TM,2012,PLOMO,VEHICULO UTILITARIO,13-06-2025,2025,USO PARTICULAR,31-05-2030,No existe registro de polarizado
ABC2795,TOYOTA,AA HIGHLANDER HIBRIDO LIMITED,2010,BLANCO,VEHICULO UTILITARIO,21-06-2022,2022,PARTICULAR,20-06-2027,No existe registro de polarizado
ABC2796,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,BLANCO,CAMIONETA,23-07-2021,2021,USO PARTICULAR,31-07-2026,No existe registro de polarizado
ABC2797,TOYOTA,AWT FORTUNER TM,2012,PLOMO,VEHICULO UTILITARIO,22-10-2020,2020,USO PARTICULAR,31-08-2025,No existe registro de polarizado
ABC2798,CHEVROLET,LUV D-MAX 2.4L CD TM 4X2 OPTIMA,2011,BLANCO,CAMIONETA,07-09-2021,2021,USO PARTICULAR,30-09-2026,No existe registro de polarizado
ABC2799,CHEVROLET,AVEO FAMILY 1.5L TM STD,2012,PLOMO,AUTOMOVIL,16-08-2024,2024,USO PARTICULAR,15-08-2029,No existe registro de polarizado
ABC2800,KIA,SPORTAGE R 2.0L 4X2 GSL MT,2012,ROJO,VEHICULO UTILITARIO,06-12-2023,2023,USO PARTICULAR,04-12-2028,No existe registro de polarizado
ABC2801,KIA,SOUL 1.6L LX MT,2012,PLATEADO,AUTOMOVIL,16-02-2024,2024,PARTICULAR,28-02-2029,No existe registro de polarizado
ABC2802,KIA,SPORTAGE R 2.0L 4X2 GSL MT FULL,2012,NEGRO,VEHICULO UTILITARIO,12-02-2025,2025,USO PARTICULAR,11-02-2030,No existe registro de polarizado
ABC2803,KIA,SPORTAGE R 2.0L 4X2 GSL MT,2012,NEGRO,VEHICULO UTILITARIO,06-03-2025,2025,USO PARTICULAR,30-04-2030,No existe registro de polarizado
ABC2804,TOYOTA,AWT FORTUNER TM,2012,PLOMO,VEHICULO UTILITARIO,17-05-2025,2025,USO PARTICULAR,31-05-2030,No existe registro de polarizado
ABC2805,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,BLANCO,CAMIONETA,09-03-2021,2021,USO PARTICULAR,30-06-2026,No existe registro de polarizado
ABC2806,TOYOTA,ETT HILUX 4X2 CD,2011,PLOMO,CAMIONETA,01-08-2023,2023,USO PARTICULAR,30-07-2028,No existe registro de polarizado
ABC2807,TOYOTA,EST HILUX 2.7 CS 4X2 TM,2012,ROJO,CAMIONETA,05-08-2020,2020,USO PARTICULAR,31-08-2025,No existe registro de polarizado
ABC2808,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,BLANCO,CAMIONETA,23-04-2021,2021,USO PUBLICO,30-09-2026,No existe registro de polarizado
ABC2809,HYUNDAI,TUCSON IX 5P 4X2 2.0 TM STD,2012,BLANCO,VEHICULO UTILITARIO,08-12-2022,2022,USO PARTICULAR,07-12-2027,No existe registro de polarizado
ABC2810,HYUNDAI,TUCSON IX 5P 4X2 2.0 TM STD,2012,PLATEADO,VEHICULO UTILITARIO,16-12-2020,2020,USO PARTICULAR,15-12-2025,No existe registro de polarizado
ABC2811,KIA,SPORTAGE R 2.0L 4X2 GSL MT FULL,2012,ROJO,JEEP,30-10-2020,2020,USO PARTICULAR,28-02-2025,No existe registro de polarizado
ABC2812,KIA,RIO 1.4L LX 4P,2012,PLATEADO,AUTOMOVIL,01-03-2023,2023,USO PARTICULAR,31-03-2028,No existe registro de polarizado
ABC2813,TOYOTA,AWT FORTUNER TM,2012,PLATEADO,VEHICULO UTILITARIO,30-04-2025,2025,PARTICULAR,30-04-2030,No existe registro de polarizado
ABC2814,TOYOTA,AWT FORTUNER TM,2012,PLATEADO,VEHICULO UTILITARIO,05-12-2022,2022,USO PARTICULAR,04-12-2027,No existe registro de polarizado
GOU0056,HONDA,CRV RD6846PL-KK,2006,PLOMO,VEHICULO UTILITARIO,27-06-2022,2022,USO PARTICULAR,27-06-2027,No existe registro de polarizado
UAE0321,TOYOTA,CORONA,1998,ROJO,AUTOMOVIL,11-06-2025,2025,USO PARTICULAR,10-06-2030,No existe registro de polarizado
GMD0463,AUDI,A3 ATTRACTION 1.6 T/A,2002,BLANCO,AUTOMOVIL,29-04-2022,2022,PARTICULAR,30-04-2027,No existe registro de polarizado
ABA5552,JAC,HFC1040K2,2011,BLANCO,CAMION,05-03-2025,2025,USO PARTICULAR,31-03-2030,No existe registro de polarizado
ABA5553,JAC,HFC1035KD,2011,BLANCO,CAMION,22-05-2017,2017,USO PARTICULAR,22-05-2017,No existe registro de polarizado
ABA5554,HINO,FC4JJUA,2010,BLANCO,CAMION,25-12-2024,2024,TRANSP. PUBLICO,24-12-2029,No existe registro de polarizado
ABA5555,HINO,FC9JJSA,2011,BLANCO,CAMION,26-05-2022,2022,TRANSP. PUBLICO,30-06-2027,No existe registro de polarizado
ABA5556,TOYOTA,EST HILUX 2.7 CS 4X2 TM,2010,PLATEADO,CAMIONETA,11-05-2022,2022,USO PARTICULAR,10-05-2027,No existe registro de polarizado
ABA5557,HINO,XZU413L-HKMMD3,2011,BLANCO,CAMION,20-10-2023,2023,USO PARTICULAR,18-10-2028,No existe registro de polarizado
ABA5558,MAZDA,BT-50 CD 4X4 STD CRD 2.5 FL,2011,BLANCO,CAMIONETA,08-12-2023,2023,USO PARTICULAR,30-09-2028,No existe registro de polarizado
ABA5559,CHEVROLET,AVEO ACTIVO 1.6L 4P STD,2011,DORADO,AUTOMOVIL,29-05-2021,2021,USO PARTICULAR,28-05-2026,No existe registro de polarizado
ABA5560,HONDA,ACCORD,2008,ROJO,AUTOMOVIL,23-11-2023,2023,USO PARTICULAR,30-11-2028,No existe registro de polarizado
ABA5561,FOTON,BJ1043V9JE6-1,2007,ROJO,CAMIONETA,27-06-2014,2014,USO PARTICULAR,28-02-2018,No existe registro de polarizado
ABA5562,NISSAN,X-TRAIL CLASSIC 4X4 2.5 MT,2011,CREMA,VEHICULO UTILITARIO,25-03-2024,2024,USO PARTICULAR,31-03-2029,No existe registro de polarizado
ABA5563,FORD,ESCAPE SPE,2007,PLATEADO,VEHICULO UTILITARIO,15-04-2024,2024,USO PARTICULAR,30-04-2029,No existe registro de polarizado
ABA5564,CHEVROLET,AVEO FAMILY 1.5L TM AC,2011,PLATEADO,AUTOMOVIL,10-06-2022,2022,USO PARTICULAR,09-06-2027,No existe registro de polarizado
ABA5565,CHEVROLET,AVEO ACTIVO 1.6L 4P STD,2011,BLANCO,AUTOMOVIL,12-03-2021,2021,USO PARTICULAR,30-06-2026,No existe registro de polarizado
ABA5566,CHEVROLET,GRAND VITARA 2.0L 5P DLX TM 4X2,2011,DORADO,VEHICULO UTILITARIO,16-07-2019,2019,USO PARTICULAR,31-07-2024,No existe registro de polarizado
ABA5567,IVECO,TRAKKER 6X4,2007,BLANCO,UNIDAD DE CARGA Y REMOLQUE,11-08-2022,2022,USO PUBLICO,10-08-2027,No existe registro de polarizado
ABA5568,TOYOTA,AA HIGHLANDER HIBRIDO LIMITED,2010,NEGRO,VEHICULO UTILITARIO,07-08-2021,2021,USO PARTICULAR,06-08-2026,No existe registro de polarizado
ABA5569,HINO,XZU413L-HKMMD3,2011,BLANCO,CAMION,01-12-2023,2023,USO PARTICULAR,29-11-2028,No existe registro de polarizado
ABA5570,MAZDA,BT-50 CD 4X2 STD GAS 2.2 FL,2011,ROJO,CAMIONETA,06-08-2024,2024,PARTICULAR,05-08-2029,No existe registro de polarizado
ABA5571,CHEVROLET,GRAND VITARA 2.0L 5P DLX TM 4X2,2011,NEGRO,VEHICULO UTILITARIO,31-01-2025,2025,USO PARTICULAR,28-02-2030,No existe registro de polarizado
ABA5572,TOYOTA,BRT HILUX 4X4 CD SR,2010,PLATEADO,CAMIONETA,15-05-2024,2024,USO PARTICULAR,31-03-2029,No existe registro de polarizado
ABA5573,CHEVROLET,GRAND VITARA 2.0L 5P DLX TM 4X2,2011,PLATEADO,VEHICULO UTILITARIO,07-04-2025,2025,USO PARTICULAR,30-04-2030,No existe registro de polarizado
ABA5574,MAZDA,BT-50 CD 4X4 ACTION GAS 2.6 FL,2011,BLANCO,CAMIONETA,18-06-2019,2019,USO PARTICULAR,16-06-2024,No existe registro de polarizado
ABA5575,MAZDA,BT-50 CD 4X4 ACTION GAS 2.6 FL,2011,ROJO,CAMIONETA,13-03-2025,2025,USO PARTICULAR,12-03-2030,No existe registro de polarizado
ABC4655,NISSAN,SENTRA 2.0 SPORT 6MT SER,2012,PLOMO,AUTOMOVIL,16-06-2025,2025,USO PARTICULAR,30-06-2030,No existe registro de polarizado
ABC4656,CHEVROLET,NHR CHASIS CABINADO,2006,BLANCO,CAMION,02-12-2024,2024,USO PARTICULAR,31-07-2029,No existe registro de polarizado
ABC4657,MAZDA,CX7,2010,BLANCO,VEHICULO UTILITARIO,21-08-2021,2021,PARTICULAR,20-08-2026,No existe registro de polarizado
ABC4658,NISSAN,ROGUE,2008,PLATEADO,CAMIONETA,30-07-2024,2024,USO PARTICULAR,30-09-2029,No existe registro de polarizado
ABC4659,NISSAN,NAVARA DOBLE CABINA 4X2 2.5 SE MT DIESEL,2012,BLANCO,CAMIONETA,22-10-2024,2024,USO PARTICULAR,31-10-2029,No existe registro de polarizado
ABC4660,MAZDA,BT-50 STD FL 2.2 CS 4X2 TM,2014,BLANCO,CAMIONETA,25-11-2024,2024,USO PARTICULAR,24-11-2029,No existe registro de polarizado
ABC4661,NISSAN,NP300 FRONTIER CABINA DOBLE 4X2 2.4 MT 16V,2012,PLATEADO,CAMIONETA,29-11-2024,2024,USO PARTICULAR,28-11-2029,No existe registro de polarizado
ABC4662,MITSUBISHI,ASX 2.0 MT 2WD,2012,BLANCO,VEHICULO UTILITARIO,19-11-2021,2021,USO PARTICULAR,31-03-2026,No existe registro de polarizado
ABC4663,MITSUBISHI,ASX 2.0 MT 2WD,2012,NEGRO,VEHICULO UTILITARIO,20-06-2023,2023,USO PARTICULAR,18-06-2028,No existe registro de polarizado
ABC4664,TOYOTA,BRT HILUX 4X4 CD SR,2012,DORADO,CAMIONETA,19-08-2020,2020,USO PARTICULAR,18-08-2025,No existe registro de polarizado
ABC4665,TOYOTA,CET HILUX 4X2 CD NO AA DIESEL,2012,BLANCO,CAMIONETA,09-06-2022,2022,USO PARTICULAR,30-06-2027,No existe registro de polarizado
ABC4666,CHEVROLET,CRUZE AC 1.8 4P 4X2 TM,2014,BLANCO,AUTOMOVIL,17-03-2021,2021,USO PARTICULAR,16-03-2026,No existe registro de polarizado
ABC4667,CHEVROLET,D-MAX CRDI STD 3.0 CD 4X4 TM DIESEL,2014,BLANCO,CAMIONETA,22-01-2025,2025,USO PARTICULAR,21-01-2030,No existe registro de polarizado
ABC4668,CHEVROLET,D-MAX CRDI STD 3.0 CD 4X4 TM DIESEL,2014,PLATEADO,CAMIONETA,02-10-2024,2024,USO PARTICULAR,01-10-2029,No existe registro de polarizado
ABC4669,CHEVROLET,D-MAX CRDI STD 3.0 CD 4X4 TM DIESEL,2014,BLANCO,CAMIONETA,29-11-2018,2018,PARTICULAR,28-11-2023,No existe registro de polarizado
ABC4670,CHEVROLET,LUV D-MAX TM 3.0 4X4 DIESEL CD EXTREME,2013,PLATEADO,CAMIONETA,12-04-2023,2023,USO PARTICULAR,10-04-2028,No existe registro de polarizado
ABC4671,MAZDA,B2600 CS CHASIS,2003,ROJO,CAMIONETA,16-02-2023,2023,USO PARTICULAR,15-02-2028,No existe registro de polarizado
ABC4672,SUZUKI,GRAND VITARA SZ 2.4 5P 4X2 TA,2014,PLATEADO,VEHICULO UTILITARIO,08-03-2023,2023,USO PARTICULAR,31-03-2028,No existe registro de polarizado
ABC4673,CHEVROLET,SPARK 5P STD 1.0L ACTIVO,2012,BLANCO,AUTOMOVIL,18-04-2023,2023,USO PARTICULAR,16-04-2028,No existe registro de polarizado
ABC4674,CHEVROLET,AVEO EMOTION 1.6L AC,2012,PLATEADO,AUTOMOVIL,03-04-2024,2024,PARTICULAR,02-04-2029,No existe registro de polarizado
ABC4675,CHEVROLET,AVEO ACTIVO 1.6L 4P STD,2012,AMARILLO,AUTOMOVIL,18-10-2024,2024,TRANSP. PUBLICO,30-06-2029,No existe registro de polarizado
ABC4676,CHEVROLET,AVEO FAMILY 1.5L TM AC,2011,BLANCO,AUTOMOVIL,16-07-2020,2020,USO PARTICULAR,15-07-2025,No existe registro de polarizado
ABC4677,HYUNDAI,TQ 12PAS 2.5 TM DSL AC,2012,BLANCO,CAMIONETA,14-09-2022,2022,USO PARTICULAR,31-08-2027,No existe registro de polarizado
ABC4678,CHEVROLET,AVEO ACTIVO 1.6L 4P STD,2012,NEGRO,AUTOMOVIL,08-09-2023,2023,USO PARTICULAR,06-09-2028,No existe registro de polarizado
ABC4679,CHEVROLET,D-MAX TD 2.5 CS 4X2 TM DIESEL,2014,BLANCO,CAMIONETA,25-10-2023,2023,USO PARTICULAR,31-10-2028,No existe registro de polarizado
